HHID2,IndID,Age,Relat,Gender,CLic,MLic,Educ,EmpStat,profDrvr,EmpPark,study,device,WF2,Source2,Version
5690018020,1,49,3,2,1,2,5,1,2,1,2,2,25.007349,1,1.06
5690018020,2,25,4,1,1,2,3,1,2,3,1,2,49.22147,1,1.06
5690018020,3,22,4,1,1,2,3,1,2,4,1,2,48.528454,1,1.06
5690018020,4,9,4,1,--,--,99,99,9,--,99,1,42.093193,1,1.06
5690018030,1,69,3,1,1,1,3,6,9,--,2,3,80.383476,1,1.06
5690018030,2,58,3,2,2,2,4,1,2,--,2,1,70.586319,1,1.06
5690018030,3,23,4,1,1,2,3,1,2,5,2,1,115.016258,1,1.06
5690018040,1,70,2,1,1,2,2,1,2,3,2,3,64.370232,1,1.06
5690018040,2,69,2,2,1,2,3,1,2,3,2,2,78.982819,1,1.06
5690018050,1,37,3,2,1,2,4,2,2,4,2,2,94.095634,1,1.06
5690018050,2,40,3,1,1,2,6,1,2,4,2,2,88.189796,1,1.06
5690018050,3,9,4,1,--,--,99,99,9,--,99,2,99.764183,1,1.06
5690018050,4,7,4,2,--,--,99,99,9,--,99,1,74.496017,1,1.06
5690018050,5,2,4,2,--,--,99,99,9,--,99,4,91.154228,1,1.06
5690018060,1,67,2,1,1,2,6,2,2,1,2,1,80.383476,1,1.06
5690018060,2,65,2,2,1,2,3,6,9,--,2,1,78.982819,1,1.06
5690018070,1,54,3,2,1,2,6,1,2,1,2,2,76.434814,1,1.06
5690018070,2,58,3,1,1,2,6,1,2,1,2,1,64.392502,1,1.06
5690018070,3,16,4,2,2,2,1,8,2,99,1,3,78.958107,1,1.06
5690018100,1,83,9,2,2,2,1,6,2,--,2,1,129.416397,1,1.06
5690018100,2,47,8,2,2,2,1,1,2,--,2,1,59.269386,1,1.06
5690018110,1,55,2,1,1,2,5,2,2,1,2,2,64.392502,1,1.06
5690018110,2,55,2,2,1,2,5,2,2,1,2,2,70.586319,1,1.06
5690018120,1,44,3,2,1,2,6,1,2,4,2,2,94.41851,1,1.06
5690018120,2,42,3,1,1,2,3,2,2,3,2,2,88.189796,1,1.06
5690018120,3,16,4,2,2,2,1,8,2,99,1,2,78.958107,1,1.06
5690018120,4,11,4,2,--,--,99,99,9,--,99,2,84.707909,1,1.06
5690018140,1,66,3,2,1,2,6,1,2,1,2,2,78.982819,1,1.06
5690018140,2,69,3,1,1,2,7,2,2,4,2,2,80.383476,1,1.06
5690018140,3,30,4,2,1,2,3,8,9,99,1,3,120.53569,1,1.06
5690018160,1,63,3,1,1,2,4,1,2,3,2,2,24.343327,1,1.06
5690018160,2,63,3,2,1,2,4,8,9,99,2,2,26.499466,1,1.06
5690018160,3,28,4,2,1,2,5,1,2,5,2,3,39.713982,1,1.06
5690018170,1,71,2,2,1,2,6,6,9,--,2,2,70.277962,1,1.06
5690018170,2,82,2,1,1,2,6,6,9,--,2,1,97.352623,1,1.06
5690018190,1,57,2,2,2,2,3,8,2,99,2,2,70.586319,1,1.06
5690018190,2,64,2,1,1,2,3,2,2,4,2,1,57.695599,1,1.06
5690018200,1,45,3,2,2,2,4,1,2,--,2,3,59.269386,1,1.06
5690018200,2,44,3,1,2,2,3,8,2,99,2,3,88.189796,1,1.06
5690018200,3,16,4,2,2,2,1,8,2,99,1,2,78.958107,1,1.06
5690018200,4,10,4,2,--,--,99,99,9,--,99,2,84.707909,1,1.06
5690018230,1,73,1,2,1,2,5,6,9,--,2,2,29.652163,1,1.06
5700002030,1,40,3,2,1,2,4,1,2,1,2,2,116.024986,1,1.06
5700002030,2,17,4,1,2,2,4,8,2,99,1,2,156.623611,1,1.06
5700002030,3,12,4,2,--,--,99,99,9,--,99,2,101.636871,1,1.06
5700002070,1,42,2,2,1,2,--,1,2,1,2,2,116.024986,1,1.06
5700002070,2,54,2,1,1,2,--,1,2,1,2,2,156.583435,1,1.06
5700002080,1,62,2,1,1,2,4,1,2,1,2,3,186.265732,1,1.06
5700002080,2,60,2,2,1,2,4,1,2,1,2,2,284.782684,1,1.06
5700002100,1,20,1,2,1,2,4,4,9,--,2,2,124.816711,1,1.06
5700002130,1,26,3,1,1,2,4,1,1,--,1,2,99.151306,1,1.06
5700002130,2,26,3,2,1,2,4,2,2,1,1,2,110.050232,1,1.06
5700002130,3,1,4,2,--,--,99,99,9,--,99,4,95.453903,1,1.06
5700002140,1,53,2,2,2,2,3,1,2,--,2,2,139.60965,1,1.06
5700002140,2,59,2,1,1,2,4,1,2,1,2,2,142.971878,1,1.06
5700002210,1,54,3,2,2,2,3,1,2,--,2,3,139.60965,1,1.06
5700002210,2,13,4,2,--,--,99,99,9,--,99,3,101.636871,1,1.06
5700003020,1,48,1,2,1,2,3,1,2,1,2,2,125.012131,1,1.06
5700003040,1,54,2,1,1,2,3,1,1,--,2,2,156.583435,1,1.06
5700003040,2,44,2,2,1,2,3,2,2,1,2,2,116.024986,1,1.06
5700004150,1,23,4,2,2,2,3,2,2,--,2,2,124.816711,1,1.06
5700004150,2,55,3,1,1,2,3,1,2,1,2,2,142.971878,1,1.06
5700005010,1,45,3,2,1,2,7,1,2,1,2,2,125.012131,1,1.06
5700005010,2,46,3,1,1,2,6,1,2,1,2,1,157.956757,1,1.06
5700005010,3,12,4,1,--,--,99,99,9,--,99,4,93.308098,1,1.06
5700005030,2,46,3,2,1,2,3,5,9,--,2,2,125.012131,1,1.06
5700005030,3,46,3,1,1,2,3,1,2,1,2,2,157.956757,1,1.06
5700005030,4,13,4,2,--,--,99,99,9,--,99,2,101.636871,1,1.06
5700005030,5,18,4,1,2,2,3,1,2,--,2,2,156.623611,1,1.06
5700005120,1,50,1,2,1,2,4,1,2,1,2,2,139.60965,1,1.06
5700005140,1,39,3,2,1,2,4,1,2,1,2,2,113.527168,1,1.06
5700005140,2,16,4,1,2,2,1,8,2,99,1,3,156.623611,1,1.06
5700005140,3,15,4,2,--,--,1,99,9,--,99,2,136.461304,1,1.06
5700005140,4,13,4,2,--,--,99,99,9,--,99,3,101.636871,1,1.06
5700005150,1,57,2,2,2,2,3,1,2,--,2,2,126.810036,1,1.06
5700005150,2,58,2,1,1,2,3,1,2,1,2,1,142.971878,1,1.06
5700005180,1,34,3,2,1,2,2,1,2,1,2,3,163.230301,1,1.06
5700005180,2,12,4,2,--,--,99,99,9,--,99,4,101.636871,1,1.06
5700005180,3,8,4,1,--,--,99,99,9,--,99,4,86.071838,1,1.06
5700006020,1,53,3,2,1,2,3,1,2,1,2,3,139.60965,1,1.06
5700006020,2,62,3,1,1,2,3,1,2,1,2,2,186.265732,1,1.06
5700006020,3,23,4,2,1,2,3,8,9,99,1,3,124.816711,1,1.06
5700006040,1,39,3,2,1,2,3,1,2,1,2,2,113.527168,1,1.06
5700006040,2,50,3,1,1,2,3,1,2,1,2,2,156.583435,1,1.06
5700006040,3,16,4,1,2,2,1,8,2,99,1,2,156.623611,1,1.06
5700006040,4,14,4,1,--,--,99,99,9,--,99,2,93.308098,1,1.06
5700006040,5,12,4,2,--,--,99,99,9,--,99,2,101.636871,1,1.06
5700006040,6,6,4,1,--,--,99,99,9,--,99,4,86.071838,1,1.06
5700006100,1,46,3,1,1,1,3,1,1,--,2,1,157.956757,1,1.06
5700006100,2,46,3,2,1,2,3,1,2,1,2,1,125.012131,1,1.06
5700006100,3,17,4,1,2,2,1,8,2,99,1,3,156.623611,1,1.06
5700006100,4,9,4,2,--,--,99,99,9,--,99,4,89.263855,1,1.06
5700006100,5,8,4,2,--,--,99,99,9,--,99,4,89.263855,1,1.06
5700006140,1,54,3,2,2,2,1,2,2,--,2,2,139.60965,1,1.06
5700006140,2,53,3,1,1,2,3,1,1,--,2,2,156.583435,1,1.06
5700006140,3,24,4,1,1,2,3,1,2,1,2,2,177.300964,1,1.06
5700006140,4,14,4,2,--,--,99,99,9,--,99,2,101.636871,1,1.06
5700006190,1,54,3,1,1,2,3,1,1,--,2,3,156.583435,1,1.06
5700006190,2,49,3,2,1,2,3,1,2,1,2,2,125.012131,1,1.06
5700006190,3,29,6,1,1,2,5,1,2,1,2,2,99.151306,1,1.06
5700006190,4,26,4,2,1,2,3,1,2,1,1,2,110.050232,1,1.06
5700006190,5,20,4,2,1,2,3,7,9,99,2,3,124.816711,1,1.06
5700006190,6,3,6,1,--,--,99,99,9,--,99,4,105.205925,1,1.06
5700006190,7,2,6,2,--,--,99,99,9,--,99,4,95.453903,1,1.06
5700006190,8,1,6,1,--,--,99,99,9,--,99,4,105.205925,1,1.06
5700007140,1,35,3,1,2,2,3,1,2,--,2,1,632.5,1,1.06
5700007140,2,21,3,2,2,2,3,5,2,--,2,1,368,1,1.06
5700007140,3,1,4,1,--,--,99,99,9,--,99,4,284.875,1,1.06
5700007170,1,30,1,1,2,2,1,1,2,--,2,1,336.25,1,1.06
5700007180,1,80,6,1,2,2,3,6,2,--,2,1,698,1,1.06
5700007180,2,16,6,2,2,2,1,8,2,99,1,2,1793,1,1.06
5700007230,1,33,3,1,1,2,3,1,2,1,2,1,336.25,1,1.06
5700007230,2,30,3,2,1,2,3,5,9,--,1,2,1066.5,1,1.06
5700007230,3,6,4,1,--,--,99,99,9,--,99,4,289.571442,1,1.06
5700007230,4,4,4,1,--,--,99,99,9,--,99,4,284.875,1,1.06
5700007230,5,2,4,1,--,--,99,99,9,--,99,4,284.875,1,1.06
5700007230,6,1,4,1,--,--,99,99,9,--,99,4,284.875,1,1.06
5700007270,1,62,3,2,1,2,3,6,9,--,2,2,1954,1,1.06
5700007270,2,64,3,1,1,2,--,6,9,--,2,2,441,1,1.06
5700007270,3,19,4,1,1,2,3,1,2,1,2,3,627,1,1.06
5700007290,1,30,3,1,2,2,3,1,2,--,2,2,336.25,1,1.06
5700007290,2,36,3,2,2,2,3,1,2,--,2,2,645,1,1.06
5700007290,3,9,4,1,--,--,99,99,9,--,99,4,289.571442,1,1.06
5700007290,4,7,4,1,--,--,99,99,9,--,99,4,289.571442,1,1.06
5700009010,1,81,2,1,1,2,1,6,9,--,2,1,292.032806,1,1.06
5700009010,2,70,2,2,2,2,1,6,2,--,2,1,209.480423,1,1.06
5700009020,1,22,4,2,1,2,5,8,9,99,1,2,124.816711,1,1.06
5700009020,2,68,3,2,1,2,3,6,9,--,2,2,222.834991,1,1.06
5700009040,1,71,2,1,1,2,1,1,2,1,2,2,145.534897,1,1.06
5700009040,2,61,2,2,2,2,3,6,2,--,2,2,284.782684,1,1.06
5700009050,1,43,3,1,1,2,4,1,2,1,2,2,136.095642,1,1.06
5700009050,2,40,3,2,2,2,3,1,2,--,2,2,116.024986,1,1.06
5700009050,3,15,4,1,--,--,1,99,9,--,99,2,156.623611,1,1.06
5700009050,4,12,4,2,--,--,99,99,9,--,99,2,101.636871,1,1.06
5700009050,5,9,4,1,--,--,99,99,9,--,99,2,86.071838,1,1.06
5700009130,1,72,3,1,2,2,3,6,2,--,2,1,87.729424,1,1.06
5700009130,2,40,4,1,2,2,3,8,2,99,2,1,82.039383,1,1.06
5700009190,1,38,3,1,1,2,3,1,1,--,2,2,82.227295,1,1.06
5700009190,2,36,3,2,1,2,3,8,9,99,2,2,68.434952,1,1.06
5700009190,3,18,4,2,2,2,1,8,2,99,1,2,82.259804,1,1.06
5700009190,4,16,4,1,2,2,1,8,2,99,1,3,94.413788,1,1.06
5700009190,5,15,4,2,--,--,1,99,9,--,99,2,82.259804,1,1.06
5700009190,6,13,4,1,--,--,99,99,9,--,99,3,56.246758,1,1.06
5700009190,7,12,4,1,--,--,99,99,9,--,99,4,56.246758,1,1.06
5700009190,8,9,4,1,--,--,99,99,9,--,99,4,51.884693,1,1.06
5700009190,9,4,4,2,--,--,99,99,9,--,99,4,57.540264,1,1.06
5700009200,1,66,2,2,2,2,1,2,2,--,2,2,134.326447,1,1.06
5700009200,2,71,2,1,2,2,3,6,2,--,2,1,87.729424,1,1.06
5700009210,1,20,4,2,1,2,3,1,2,1,2,2,75.240364,1,1.06
5700009210,2,53,3,1,1,2,3,1,2,1,2,1,94.389565,1,1.06
5700009210,3,50,3,2,2,2,3,1,2,--,2,2,84.157654,1,1.06
5700009210,4,77,6,2,2,2,1,6,2,--,2,1,226.826569,1,1.06
5700009210,5,16,4,2,2,2,1,8,2,99,1,3,82.259804,1,1.06
5700009220,1,53,1,2,1,2,3,2,2,1,2,1,139.60965,1,1.06
5700009230,1,38,1,2,2,2,3,1,2,--,2,2,113.527168,1,1.06
5700010070,1,35,3,2,1,2,5,7,9,99,2,1,68.434952,1,1.06
5700010070,2,16,4,2,2,2,1,8,2,99,1,3,82.259804,1,1.06
5700010070,3,14,4,1,--,--,99,99,9,--,99,2,56.246758,1,1.06
5700010070,4,12,4,1,--,--,99,99,9,--,99,3,56.246758,1,1.06
5700010080,1,71,2,1,1,2,4,2,2,1,2,1,87.729424,1,1.06
5700010080,2,67,2,2,1,2,4,6,9,--,2,1,134.326447,1,1.06
5700010120,1,27,3,1,1,2,2,8,9,99,1,1,59.769085,1,1.06
5700010120,2,27,3,2,2,2,5,1,2,--,2,1,66.339035,1,1.06
5700010120,3,1,4,2,--,--,99,99,9,--,99,4,57.540264,1,1.06
5700010170,1,30,3,1,2,2,4,1,2,--,2,2,127.352051,1,1.06
5700010170,2,29,3,2,1,2,4,1,2,1,2,2,110.050232,1,1.06
5700010170,3,9,4,1,--,--,99,99,9,--,99,4,86.071838,1,1.06
5700010170,4,5,4,2,--,--,99,99,9,--,99,4,89.263855,1,1.06
5700010200,1,48,3,1,1,2,3,1,1,--,2,2,157.956757,1,1.06
5700010200,2,47,3,2,1,2,3,1,2,1,2,2,125.012131,1,1.06
5700010200,3,22,4,2,1,2,3,1,2,1,2,2,124.816711,1,1.06
5700010200,4,16,4,2,2,2,1,8,2,99,1,2,136.461304,1,1.06
5700011020,1,61,2,1,2,2,3,1,2,--,2,2,186.265732,1,1.06
5700011020,2,55,2,2,1,2,3,1,2,1,2,1,126.810036,1,1.06
5700011100,1,41,3,1,1,1,4,7,9,99,2,2,136.095642,1,1.06
5700011100,2,41,3,2,1,2,5,7,9,99,1,2,116.024986,1,1.06
5700011100,3,11,4,2,--,--,99,99,9,--,99,4,101.636871,1,1.06
5700011100,4,9,4,2,--,--,99,99,9,--,99,4,89.263855,1,1.06
5700011100,5,5,4,1,--,--,99,99,9,--,99,4,86.071838,1,1.06
5700011100,6,3,4,1,--,--,99,99,9,--,99,4,105.205925,1,1.06
5700011130,1,37,1,2,1,2,5,1,2,1,1,2,113.527168,1,1.06
5700011140,1,65,2,1,1,2,3,6,9,--,2,1,189.981995,1,1.06
5700011140,2,60,2,2,1,2,3,1,2,1,2,1,284.782684,1,1.06
5700011160,1,40,3,2,1,2,3,1,2,1,1,2,69.940651,1,1.06
5700011160,2,45,3,1,1,2,3,1,2,1,2,1,95.217415,1,1.06
5700011160,3,15,4,1,--,--,1,99,9,--,99,2,94.413788,1,1.06
5700011160,4,15,4,2,--,--,1,99,9,--,99,2,82.259804,1,1.06
5700011160,5,12,4,1,--,--,99,99,9,--,99,2,56.246758,1,1.06
5700011160,6,11,4,1,--,--,99,99,9,--,99,4,56.246758,1,1.06
5700011160,7,5,4,1,--,--,99,99,9,--,99,4,51.884693,1,1.06
5700011160,8,3,4,1,--,--,99,99,9,--,99,4,63.41885,1,1.06
5700011190,1,64,2,1,1,2,1,6,9,--,2,1,112.282249,1,1.06
5700011190,2,64,2,2,2,2,5,6,2,--,2,1,171.66893,1,1.06
5700011210,1,63,2,2,2,2,3,2,2,--,2,2,284.782684,1,1.06
5700011210,2,69,2,1,1,2,3,6,9,--,2,2,189.981995,1,1.06
5700012050,1,40,3,2,2,2,3,8,2,99,2,2,116.024986,1,1.06
5700012050,2,45,3,1,1,2,3,1,2,1,2,2,157.956757,1,1.06
5700012050,3,3,4,2,--,--,99,99,9,--,99,4,95.453903,1,1.06
5700012050,4,1,4,1,--,--,99,99,9,--,99,4,105.205925,1,1.06
5700012060,1,48,3,1,1,2,4,1,2,1,2,1,157.956757,1,1.06
5700012060,2,43,3,2,1,2,4,1,2,1,2,1,116.024986,1,1.06
5700012060,3,13,4,1,--,--,99,99,9,--,99,3,93.308098,1,1.06
5700012110,1,30,3,2,2,2,5,1,2,--,1,1,163.230301,1,1.06
5700012110,2,29,3,1,1,1,3,1,2,1,2,2,99.151306,1,1.06
5700012110,3,2,4,1,--,--,99,99,9,--,99,4,105.205925,1,1.06
5700012120,1,26,1,1,1,2,3,1,2,1,2,2,59.769085,1,1.06
5700012180,1,77,2,1,1,2,1,6,9,--,2,1,292.032806,1,1.06
5700012180,2,77,2,2,2,2,1,6,2,--,2,1,376.283997,1,1.06
5700012200,1,55,3,2,2,2,4,1,2,--,2,2,76.441956,1,1.06
5700012200,2,53,3,1,1,2,3,1,2,1,2,2,94.389565,1,1.06
5700012200,3,17,4,1,2,2,1,8,2,99,1,2,94.413788,1,1.06
5700012300,1,24,3,1,1,2,5,1,2,1,2,1,106.878227,1,1.06
5700012300,2,24,3,2,1,2,4,1,2,1,2,1,75.240364,1,1.06
5700012300,3,3,4,1,--,--,99,99,9,--,99,4,63.41885,1,1.06
5700012300,4,2,4,2,--,--,99,99,9,--,99,4,57.540264,1,1.06
5700012300,5,1,4,1,--,--,99,99,9,--,99,4,63.41885,1,1.06
5700012310,1,76,1,2,2,2,2,6,2,--,2,1,226.826569,1,1.06
5700012320,1,67,2,1,1,2,3,6,9,--,2,1,114.522446,1,1.06
5700012320,2,65,2,2,1,2,3,6,9,--,2,1,134.326447,1,1.06
5700014030,1,27,3,2,1,2,3,1,2,1,2,2,66.339035,1,1.06
5700014030,2,30,3,1,1,1,5,1,2,1,2,2,76.768684,1,1.06
5700014030,3,34,6,1,1,1,4,1,2,1,2,2,76.768684,1,1.06
5700014030,4,24,6,2,1,1,5,1,2,1,2,2,75.240364,1,1.06
5700014030,5,8,4,2,--,--,99,99,9,--,99,4,53.808861,1,1.06
5700014030,6,6,4,1,--,--,99,99,9,--,99,4,51.884693,1,1.06
5700014030,7,1,4,2,--,--,99,99,9,--,99,4,57.540264,1,1.06
5700014030,8,8,6,2,--,--,99,99,9,--,99,4,53.808861,1,1.06
5700014030,9,7,6,1,--,--,99,99,9,--,99,4,51.884693,1,1.06
5700014030,10,4,6,1,--,--,99,99,9,--,99,4,63.41885,1,1.06
5700014030,11,2,6,2,--,--,99,99,9,--,99,4,57.540264,1,1.06
5700014120,1,69,2,1,1,2,1,6,9,--,2,2,57.5,1,1.06
5700014120,2,66,2,2,2,2,--,6,2,--,2,3,62,1,1.06
5700014130,1,28,2,1,2,2,3,1,2,--,1,2,55.600002,1,1.06
5700014130,2,26,2,2,1,2,5,1,2,1,2,2,33,1,1.06
5700014140,1,46,4,2,1,2,4,5,9,--,2,2,75.35817,1,1.06
5700014140,2,74,3,1,1,2,9,6,9,--,2,1,87.729424,1,1.06
5700014170,1,32,1,1,2,2,9,1,2,--,2,2,127.352051,1,1.06
5700015030,1,31,3,2,1,2,3,8,9,99,2,2,30.5,1,1.06
5700015030,2,30,3,1,2,2,3,1,2,--,2,3,27.333334,1,1.06
5700015030,3,2,4,2,--,--,99,99,9,--,99,4,31.166666,1,1.06
5700015080,1,24,4,2,1,2,4,1,2,1,2,2,23.5,1,1.06
5700015080,2,44,3,2,2,2,3,1,2,--,2,2,30.5,1,1.06
5700015080,3,47,3,1,1,2,5,1,2,1,2,2,35.75,1,1.06
5700015080,4,14,4,2,--,--,99,99,9,--,99,3,57.5,1,1.06
5700015090,1,72,2,2,2,2,3,6,2,--,2,1,114,1,1.06
5700015090,2,74,2,1,2,2,4,1,2,--,2,1,153,1,1.06
5700015120,1,68,2,2,2,2,4,6,2,--,2,1,62,1,1.06
5700015120,2,68,2,1,1,2,4,2,2,1,2,1,57.5,1,1.06
5700015160,1,42,3,2,2,2,3,1,2,--,2,3,30.5,1,1.06
5700015160,2,50,3,1,1,2,1,1,2,1,2,3,118,1,1.06
5700015160,3,23,4,1,1,2,3,1,2,1,2,2,25.75,1,1.06
5700015160,4,22,4,2,2,2,3,1,2,--,2,3,23.5,1,1.06
5700015160,5,21,4,1,1,2,3,1,2,1,1,2,25.75,1,1.06
5700015160,6,11,4,1,--,--,99,99,9,--,99,4,30,1,1.06
5700015170,1,39,3,2,1,2,4,1,2,4,1,2,70.5,1,1.06
5700015170,2,46,3,1,1,2,5,1,2,1,2,1,35.75,1,1.06
